10	3.83812	1.35408	-0.612077	9.58121	2.97526	-0.763842	22.0061	2.34506	-1.1531
17	3.97407	1.36988	-0.848956	9.95733	2.65988	-1.11405	22.3548	2.10663	-1.45528
22	4.12612	1.35673	-1.07733	10.2623	2.55747	-1.82476	22.6611	1.96252	-1.91877
26	4.10262	1.32582	-1.41578	10.158	2.59578	-2.50208	22.5189	1.72699	-2.76591
29	3.77334	1.2554	-1.81572	9.52596	2.33097	-3.17733	21.7506	1.40238	-4.23506
31	3.36883	1.23153	-1.95976	8.74909	2.18483	-3.3634	20.668	1.49031	-4.42074
34	2.50025	1.29531	-1.68604	7.67786	2.37229	-2.89005	19.3557	1.10092	-3.78476
38	2.19862	1.3129	-1.22877	7.30604	2.22139	-2.02586	18.7874	1.28989	-2.3913
43	2.28879	1.23161	-0.936863	7.41567	1.84972	-1.34499	18.7961	1.324	-1.81343
50	2.49913	1.16833	-0.746441	7.63567	1.80902	-1.10945	18.8336	1.21058	-1.50492
70	2.89048	1.23663	-0.654658	8.04249	1.96368	-0.928191	18.4327	3.38146	2.3428
90	3.24633	1.41597	-0.601388	8.49893	2.09974	-0.843998	20.0151	3.02207	-1.0577
110	3.42387	1.60766	0.500195	9.03333	2.32339	-0.731442	21.1867	2.85311	-0.894124
