# X, Y, wSS_x, wSS_y, wSS_z
1.506410256410259990e+03 5.021367521367520226e+02 -4.821482376432210115e-01 -2.315153324011600122e-01 -2.315153324011600122e-01
1.538461538461539931e+03 5.128205128205130450e+02 -4.821448719217990009e-01 -2.315175015511690138e-01 -2.315175015511690138e-01
1.538461538461539931e+03 5.128205128205130450e+02 -4.821414515729700034e-01 -2.315196667997720115e-01 -2.315196667997720115e-01
1.570512820512820099e+03 5.235042735042740105e+02 -4.820866005896879969e-01 -2.314836963999480079e-01 -2.314836963999480079e-01
1.602564102564100040e+03 5.341880341880339529e+02 -4.820834883908000079e-01 -2.314860355703050043e-01 -2.314860355703050043e-01
1.634615384615379980e+03 5.448717948717950321e+02 -4.820803060033109766e-01 -2.314883705831649874e-01 -2.314883705831649874e-01
1.634615384615379980e+03 5.448717948717950321e+02 -4.820263422533889730e-01 -2.314529508088180032e-01 -2.314529508088180032e-01
1.634615384615379980e+03 5.448717948717950321e+02 -4.820263422533889730e-01 -2.314529508088180032e-01 -2.314529508088180032e-01
1.666666666666669926e+03 5.555555555555549745e+02 -4.820234824880549884e-01 -2.314554786567669942e-01 -2.314554786567669942e-01
1.698717948717950094e+03 5.662393162393160537e+02 -4.820205355047840201e-01 -2.314580019492090135e-01 -2.314580019492090135e-01
1.730769230769230035e+03 5.769230769230770193e+02 -4.820175170325100011e-01 -2.314605316741260022e-01 -2.314605316741260022e-01
1.730769230769230035e+03 5.769230769230770193e+02 -4.820144410269370239e-01 -2.314630777651540128e-01 -2.314630777651540128e-01
1.762820512820509975e+03 5.876068376068379848e+02 -4.819593296922780046e-01 -2.314313527765010092e-01 -2.314313527765010092e-01
1.762820512820509975e+03 5.876068376068379848e+02 -4.819621365521249978e-01 -2.314286171224869959e-01 -2.314286171224869959e-01
1.794871794871789916e+03 5.982905982905980409e+02 -4.819593296922780046e-01 -2.314313527765010092e-01 -2.314313527765010092e-01
1.826923076923080089e+03 6.089743589743590064e+02 -4.819535016654090120e-01 -2.314368741729969925e-01 -2.314368741729969925e-01
1.858974358974360030e+03 6.196581196581199720e+02 -4.819024946774280171e-01 -2.314032412595629917e-01 -2.314032412595629917e-01
1.891025641025639970e+03 6.303418803418800280e+02 -4.818997948588529812e-01 -2.314062106594440005e-01 -2.314062106594440005e-01
1.923076923076919911e+03 6.410256410256409936e+02 -4.818970121572390131e-01 -2.314091983230719962e-01 -2.314091983230719962e-01
1.923076923076919911e+03 6.410256410256409936e+02 -4.818941578067649778e-01 -2.314122111311640029e-01 -2.314122111311640029e-01
1.955128205128200079e+03 6.517094017094019591e+02 -4.818444656494080269e-01 -2.313794723949950116e-01 -2.313794723949950116e-01
1.987179487179490025e+03 6.623931623931620152e+02 -4.818418288860240040e-01 -2.313826894156149894e-01 -2.313826894156149894e-01
2.019230769230769965e+03 6.730769230769229807e+02 -4.818391002961330272e-01 -2.313859245958370114e-01 -2.313859245958370114e-01
2.019230769230769965e+03 6.730769230769229807e+02 -4.818362906890639730e-01 -2.313891833720949920e-01 -2.313891833720949920e-01
2.051282051282049906e+03 6.837606837606839463e+02 -4.817879254449939919e-01 -2.313574170753699977e-01 -2.313574170753699977e-01
2.083333333333329847e+03 6.944444444444440023e+02 -4.817853019181079777e-01 -2.313608831057709925e-01 -2.313608831057709925e-01
2.115384615384619792e+03 7.051282051282049679e+02 -4.817797613195700102e-01 -2.313678608131780057e-01 -2.313678608131780057e-01
2.147435897435900188e+03 7.158119658119660471e+02 -4.817327276571100048e-01 -2.313371535834130022e-01 -2.313371535834130022e-01
2.179487179487180128e+03 7.264957264957259895e+02 -4.817300631710840220e-01 -2.313408569605339971e-01 -2.313408569605339971e-01
2.211538461538460069e+03 7.371794871794869550e+02 -4.817272879275549813e-01 -2.313445656804689887e-01 -2.313445656804689887e-01
2.211538461538460069e+03 7.371794871794869550e+02 -4.816813367772709853e-01 -2.313148011892580125e-01 -2.313148011892580125e-01
2.243589743589740010e+03 7.478632478632480343e+02 -4.816787061222599919e-01 -2.313187258058999884e-01 -2.313187258058999884e-01
2.275641025641029955e+03 7.585470085470089998e+02 -4.816759451499019740e-01 -2.313226407926249895e-01 -2.313226407926249895e-01
2.275641025641029955e+03 7.585470085470089998e+02 -4.816730653859719880e-01 -2.313265493291410124e-01 -2.313265493291410124e-01
2.307692307692309896e+03 7.692307692307690559e+02 -4.816730653859719880e-01 -2.313265493291410124e-01 -2.313265493291410124e-01
2.307692307692309896e+03 7.692307692307690559e+02 -4.816700790662750142e-01 -2.313304535971709985e-01 -2.313304535971709985e-01
2.339743589743589837e+03 7.799145299145300214e+02 -4.816256837237229971e-01 -2.313021376842540056e-01 -2.313021376842540056e-01
2.371794871794869778e+03 7.905982905982909870e+02 -4.816227753276109969e-01 -2.313062241152339937e-01 -2.313062241152339937e-01
2.403846153846150173e+03 8.012820512820510430e+02 -4.816166029558390238e-01 -2.313143352093139926e-01 -2.313143352093139926e-01
2.403846153846150173e+03 8.012820512820510430e+02 -4.815734938341659777e-01 -2.312873486526950129e-01 -2.312873486526950129e-01
2.435897435897440118e+03 8.119658119658120086e+02 -4.815734938341659777e-01 -2.312873486526950129e-01 -2.312873486526950129e-01
2.467948717948720059e+03 8.226495726495729741e+02 -4.815703925730410173e-01 -2.312915566716599869e-01 -2.312915566716599869e-01
2.500000000000000000e+03 8.333333333333330302e+02 -4.815638364984379804e-01 -2.312998620298039876e-01 -2.312998620298039876e-01
2.532051282051279941e+03 8.440170940170939957e+02 -4.815186547110020254e-01 -2.312785482944680060e-01 -2.312785482944680060e-01
2.532051282051279941e+03 8.440170940170939957e+02 -4.815219807761509929e-01 -2.312742795930390061e-01 -2.312742795930390061e-01
2.564102564102559882e+03 8.547008547008549613e+02 -4.815186547110020254e-01 -2.312785482944680060e-01 -2.312785482944680060e-01
2.596153846153849827e+03 8.653846153846150173e+02 -4.815116648417779865e-01 -2.312869281436009949e-01 -2.312869281436009949e-01
2.596153846153849827e+03 8.653846153846150173e+02 -4.814710188120159828e-01 -2.312628113792019879e-01 -2.312628113792019879e-01
2.628205128205130222e+03 8.760683760683759829e+02 -4.814710188120159828e-01 -2.312628113792019879e-01 -2.312628113792019879e-01
2.660256410256410163e+03 8.867521367521369484e+02 -4.814674517698310230e-01 -2.312670771884700049e-01 -2.312670771884700049e-01
2.692307692307690104e+03 8.974358974358970045e+02 -4.814637782643990116e-01 -2.312712762024090041e-01 -2.312712762024090041e-01
2.692307692307690104e+03 8.974358974358970045e+02 -4.814600153834560081e-01 -2.312754139420780120e-01 -2.312754139420780120e-01
2.724358974358970045e+03 9.081196581196579700e+02 -4.814205349300900161e-01 -2.312527965971989952e-01 -2.312527965971989952e-01
2.756410256410259990e+03 9.188034188034190493e+02 -4.814167314347609916e-01 -2.312570004564080128e-01 -2.312570004564080128e-01
2.788461538461539931e+03 9.294871794871800148e+02 -4.814088732431289763e-01 -2.312651898519650084e-01 -2.312651898519650084e-01
2.788461538461539931e+03 9.294871794871789916e+02 -4.814088732431289763e-01 -2.312651898519650084e-01 -2.312651898519650084e-01
2.788461538461539931e+03 9.294871794871800148e+02 -4.814128381988589944e-01 -2.312611290092629890e-01 -2.312611290092629890e-01
2.820512820512819872e+03 9.401709401709399572e+02 -4.813705292572750261e-01 -2.312441124374599866e-01 -2.312441124374599866e-01
2.852564102564099812e+03 9.508547008547010364e+02 -4.813665146790169769e-01 -2.312482069251579897e-01 -2.312482069251579897e-01
2.884615384615380208e+03 9.615384615384609788e+02 -4.813624342386729760e-01 -2.312522235437390050e-01 -2.312522235437390050e-01
2.884615384615380208e+03 9.615384615384609788e+02 -4.813583046659890008e-01 -2.312561729720709891e-01 -2.312561729720709891e-01
2.916666666666670153e+03 9.722222222222219443e+02 -4.813210659491600207e-01 -2.312366247784319873e-01 -2.312366247784319873e-01
2.948717948717950094e+03 9.829059829059830236e+02 -4.813168894440290058e-01 -2.312405799988929977e-01 -2.312405799988929977e-01
2.980769230769230035e+03 9.935897435897439891e+02 -4.813126716483849821e-01 -2.312444633794810134e-01 -2.312444633794810134e-01
2.980769230769230035e+03 9.935897435897439891e+02 -4.813084295808520152e-01 -2.312482863022219948e-01 -2.312482863022219948e-01
3.012820512820509975e+03 1.004273504273499952e+03 -4.812723113921519857e-01 -2.312303072225279921e-01 -2.312303072225279921e-01
3.044871794871789916e+03 1.014957264957260008e+03 -4.812680312819069828e-01 -2.312341134796689901e-01 -2.312341134796689901e-01
3.076923076923079861e+03 1.025641025641029955e+03 -4.812637304440749997e-01 -2.312378585368899953e-01 -2.312378585368899953e-01
3.076923076923079861e+03 1.025641025641029955e+03 -4.812594221745890022e-01 -2.312415548088689876e-01 -2.312415548088689876e-01
3.108974358974359802e+03 1.036324786324790011e+03 -4.812244054212149735e-01 -2.312250513629809934e-01 -2.312250513629809934e-01
3.141025641025640198e+03 1.047008547008550067e+03 -4.812200659592469898e-01 -2.312287132843749982e-01 -2.312287132843749982e-01
3.173076923076920139e+03 1.057692307692309896e+03 -4.811818958043930228e-01 -2.312173957646599942e-01 -2.312173957646599942e-01
3.173076923076920139e+03 1.057692307692309896e+03 -4.811775455683520164e-01 -2.312209726705279911e-01 -2.312209726705279911e-01
3.205128205128210084e+03 1.068376068376069952e+03 -4.811775455683520164e-01 -2.312209726705279911e-01 -2.312209726705279911e-01
3.237179487179490025e+03 1.079059829059830008e+03 -4.811731986058310206e-01 -2.312245087170100022e-01 -2.312245087170100022e-01
3.269230769230769965e+03 1.089743589743590064e+03 -4.811688697792350089e-01 -2.312280175351980049e-01 -2.312280175351980049e-01
3.269230769230769965e+03 1.089743589743590064e+03 -4.811645712160200206e-01 -2.312315135637340036e-01 -2.312315135637340036e-01
3.301282051282049906e+03 1.100427350427349893e+03 -4.811318414175519975e-01 -2.312178104265409928e-01 -2.312178104265409928e-01
3.333333333333329847e+03 1.111111111111109949e+03 -4.811275462478249998e-01 -2.312212558378350102e-01 -2.312212558378350102e-01
3.365384615384609788e+03 1.121794871794870005e+03 -4.811232857520190143e-01 -2.312246968213070020e-01 -2.312246968213070020e-01
3.365384615384619792e+03 1.121794871794870005e+03 -4.811190711231589923e-01 -2.312281472658780090e-01 -2.312281472658780090e-01
3.397435897435900188e+03 1.132478632478630061e+03 -4.810876069417049927e-01 -2.312162464115490035e-01 -2.312162464115490035e-01
3.429487179487180128e+03 1.143162393162389890e+03 -4.810834124954390112e-01 -2.312196396461599912e-01 -2.312196396461599912e-01
3.461538461538460069e+03 1.153846153846149946e+03 -4.810792647134610189e-01 -2.312230532465039956e-01 -2.312230532465039956e-01
3.461538461538460069e+03 1.153846153846149946e+03 -4.810487305750020259e-01 -2.312114342686469870e-01 -2.312114342686469870e-01
3.493589743589740010e+03 1.164529914529910002e+03 -4.810446312298859994e-01 -2.312148050901690066e-01 -2.312148050901690066e-01
3.525641025641029955e+03 1.175213675213680062e+03 -4.810405767581840131e-01 -2.312182063893369888e-01 -2.312182063893369888e-01
3.557692307692309896e+03 1.185897435897439891e+03 -4.810326110416759948e-01 -2.312251557087990073e-01 -2.312251557087990073e-01
3.589743589743589837e+03 1.196581196581199947e+03 -4.810038481497859730e-01 -2.312163600791850016e-01 -2.312163600791850016e-01
3.621794871794869778e+03 1.207264957264960003e+03 -4.809998909743750106e-01 -2.312198255214759912e-01 -2.312198255214759912e-01
3.653846153846150173e+03 1.217948717948720059e+03 -4.809960432651230189e-01 -2.312233460166190080e-01 -2.312233460166190080e-01
3.653846153846150173e+03 1.217948717948720059e+03 -4.809919714213209962e-01 -2.312269765569930080e-01 -2.312269765569930080e-01
3.685897435897440118e+03 1.228632478632479888e+03 -4.809587703262940273e-01 -2.312137194328570122e-01 -2.312137194328570122e-01
3.717948717948720059e+03 1.239316239316239944e+03 -4.809554210635920146e-01 -2.312171422845309965e-01 -2.312171422845309965e-01
3.750000000000000000e+03 1.250000000000000000e+03 -4.809496937836419961e-01 -2.312215934109080051e-01 -2.312215934109080051e-01
3.750000000000000000e+03 1.250000000000000000e+03 -4.809496937836419961e-01 -2.312215934109080051e-01 -2.312215934109080051e-01
