#Variable Name,Tapping Number 15,Tapping Number 49,Tapping Number 112,Tapping Number 117,Tapping Number 114,Tapping Number 116,Tapping Number 113,Tapping Number 115,Tapping Number 23,Tapping Number 94,Tapping Number 95,Tapping Number 93,Tapping Number 90,Tapping Number 124,Tapping Number 92,Tapping Number 123,Tapping Number 91,Tapping Number 84,Tapping Number 24,Tapping Number 40,Tapping Number 100,Tapping Number 105,Tapping Number 109,Tapping Number 111,Tapping Number 110,Tapping Number 108,Tapping Number 107,Tapping Number 106,Tapping Number 32,Tapping Number 41,Tapping Number 99,Tapping Number 104,Tapping Number 98,Tapping Number 103,Tapping Number 97,Tapping Number 96,Tapping Number 95,Tapping Number 101,Tapping Number 102,Tapping Number 89,Tapping Number 79,Tapping Number 88,Tapping Number 80,Tapping Number 87,Tapping Number 81,Tapping Number 86,Tapping Number 85,Tapping Number 84,Tapping Number 83,Tapping Number 82,Tapping Number 52,Tapping Number 53,Tapping Number 54,Tapping Number 55,Tapping Number 56,Tapping Number 57,Tapping Number 58,Tapping Number 42,Tapping Number 43,Tapping Number 44,Tapping Number 45,Tapping Number 46,Tapping Number 47,Tapping Number 48,Tapping Number 33,Tapping Number 34,Tapping Number 35,Tapping Number 36,Tapping Number 37,Tapping Number 38,Tapping Number 39,Tapping Number 25,Tapping Number 26,Tapping Number 27,Tapping Number 28,Tapping Number 29,Tapping Number 30,Tapping Number 31,Tapping Number 16,Tapping Number 17,Tapping Number 18,Tapping Number 19,Tapping Number 20,Tapping Number 21,Tapping Number 22,Tapping Number 8,Tapping Number 9,Tapping Number 10,Tapping Number 11,Tapping Number 12,Tapping Number 13,Tapping Number 14,Tapping Number 1,Tapping Number 2,Tapping Number 3,Tapping Number 4,Tapping Number 5,Tapping Number 6,Tapping Number 7,Tapping Number 50,Tapping Number 51,Tapping Number 59,Tapping Number 60,Tapping Number 61,Tapping Number 62,Tapping Number 63
#RMSCp
0.0089,0.0108,0.0066,0.0079,0.0072,0.0065,0.0067,0.0081,0.0092,0.0088,0.0070,0.0128,0.0083,0.0219,0.0326,0.0071,0.0077,0.0236,0.0100,0.0075,0.0083,0.0049,0.0078,0.0078,0.0092,0.0036,0.0076,0.0033,0.0117,0.0098,0.0128,0.0115,0.0119,0.0110,0.0093,0.0087,0.0070,0.0088,0.0092,0.0275,0.0540,0.0137,0.0179,0.0155,0.0225,0.0123,0.0105,0.0236,0.0313,0.0207,0.0270,0.0272,0.0292,0.0255,0.0311,0.0298,0.0283,0.0242,0.0269,0.0302,0.0328,0.0293,0.0303,0.0261,0.0265,0.0289,0.0343,0.0384,0.0378,0.0341,0.0305,0.0269,0.0287,0.0347,0.0404,0.0398,0.0360,0.0329,0.0231,0.0239,0.0285,0.0347,0.0349,0.0321,0.0271,0.0179,0.0191,0.0219,0.0260,0.0264,0.0250,0.0234,0.0148,0.0155,0.0175,0.0199,0.0202,0.0196,0.0194,0.0183,0.0173,0.0171,0.0177,0.0179,0.0186,0.0201
