x;y;z
31959.89628;3283.736277;209.717956
31960.71101;3284.316115;210.1066452
31961.52574;3284.895954;210.4893952
31962.34047;3285.475792;210.8716926
31963.15521;3286.055631;211.2562942
31963.96994;3286.635469;211.6431999
31964.78467;3287.215308;212.031113
31965.5994;3287.795146;212.4224517
31966.41413;3288.374985;212.8176481
31967.22886;3288.954823;213.2167022
31968.04359;3289.534662;213.6196139
31968.85833;3290.1145;214.0263833
31969.67306;3290.694339;214.4370103
31970.48779;3291.274177;214.8514949
31971.30252;3291.854016;215.2698372
31972.11725;3292.433854;215.6920372
31972.93198;3293.013693;216.1180948
31973.74671;3293.593531;216.54801
31974.56145;3294.17337;217.0683987
31975.37618;3294.753208;217.6842892
31976.19091;3295.333047;218.3299604
31977.00564;3295.912885;219.0049734
31977.82037;3296.492724;219.7093282
31978.6351;3297.072562;220.4430249
31979.44983;3297.652401;221.2060634
31980.26457;3298.232239;221.9984437
31981.0793;3298.812078;222.8201659
31981.89403;3299.391916;223.6712298
31982.70876;3299.971755;224.5516357
31983.52349;3300.551593;225.4613833
31984.33822;3301.131432;226.2252262
31985.15295;3301.71127;226.5232971
31985.96769;3302.291109;226.8207064
31986.78242;3302.870947;227.1174543
31987.59715;3303.450786;227.4135407
31988.41188;3304.030625;227.7089656
31989.22661;3304.610463;227.9953221
31990.04134;3305.190302;228.262123
31990.85607;3305.77014;228.5344043
31991.67081;3306.349979;228.8121659
31992.48554;3306.929817;229.095408
31993.30027;3307.509656;229.3841304
31994.115;3308.089494;229.6783332
31994.92973;3308.669333;229.9262181
31995.74446;3309.249171;230.1683887
31996.55919;3309.82901;230.4050789
31997.37393;3310.408848;230.6362887
31998.18866;3310.988687;230.8620181
31999.00339;3311.568525;231.0822671
31999.81812;3312.148364;231.2970358
32000.63285;3312.728202;231.5063241
32001.44758;3313.308041;231.710132
32002.26231;3313.887879;231.9084595
32003.07705;3314.467718;232.1017801
32003.89178;3315.047556;232.3143438
32004.70651;3315.627395;232.6099046
32005.52124;3316.207233;232.9308749
32006.33597;3316.787072;233.2457977
32007.1507;3317.36691;233.5546731
32007.96543;3317.946749;233.8575011
32008.78017;3318.526587;234.1542817
32009.5949;3319.106426;234.4450148
32010.40963;3319.686264;234.7297005
32011.22436;3320.266103;235.0083387
32012.03909;3320.845941;235.2809295
32012.85382;3321.42578;235.5474729
32013.66855;3322.005618;235.8079688
32014.48329;3322.585457;236.0766054
32015.29802;3323.165295;236.3545736
32016.11275;3323.745134;236.6234708
32016.92748;3324.324972;236.8832969
32017.74221;3324.904811;237.114525
32018.55694;3325.484649;237.3257852
32019.37167;3326.064488;237.5219272
32020.18641;3326.644326;237.7029511
32021.00114;3327.224165;237.8688568
32021.81587;3327.804003;238.0196444
32022.6306;3328.383842;238.1553138
32023.44533;3328.96368;238.275865
32024.26006;3329.543519;238.3615715
32025.07479;3330.123357;238.3365686
32025.88953;3330.703196;238.2945577
32026.70426;3331.283034;238.2355388
32027.51899;3331.862873;238.1595117
32028.33372;3332.442711;238.0664767
32029.14845;3333.02255;237.9564336
32029.96318;3333.602388;237.8293824
32030.77791;3334.182227;237.6853232
32031.59265;3334.762065;237.5207174
32032.40738;3335.341904;237.3470492
32033.22211;3335.921742;237.1707353
32034.03684;3336.501581;236.9917758
32034.85157;3337.081419;236.7479408
32035.6663;3337.661258;236.4927365
32036.48103;3338.241096;236.2330913
32037.29577;3338.820935;235.969005
32038.1105;3339.400773;235.7004778
32038.92523;3339.980612;235.4275096
