17-05-10_15:30:00.000,34444.75,5045.69,452.35,234.68,-0.00,100.00,-4.29,-20.32,1.37
17-05-10_15:30:00.000,34444.75,5045.69,472.35,234.68,11.32,101.98,-5.23,-20.03,1.26
17-05-10_15:30:00.000,34444.75,5045.69,492.35,234.68,21.78,107.71,-5.55,-20.15,1.26
17-05-10_15:30:00.000,34428.43,5034.13,452.35,234.68,0.02,120.00,-4.15,-20.71,1.21
17-05-10_15:30:00.000,34428.43,5034.13,472.35,234.68,9.47,121.66,-5.04,-20.43,1.16
17-05-10_15:30:00.000,34428.43,5034.13,492.35,234.68,18.44,126.49,-5.54,-20.30,1.34
17-05-10_15:30:00.000,34428.43,5034.13,512.35,234.68,26.57,134.16,-5.82,-20.35,1.40
17-05-10_15:30:00.000,34412.11,5022.57,452.35,234.68,0.01,140.00,-3.94,-20.94,1.23
17-05-10_15:30:00.000,34412.11,5022.57,472.35,234.68,8.12,141.42,-4.95,-20.65,1.29
17-05-10_15:30:00.000,34412.11,5022.57,492.35,234.68,15.95,145.60,-5.56,-20.47,1.34
17-05-10_15:30:00.000,34412.11,5022.57,512.35,234.68,23.18,152.32,-5.91,-20.34,1.46
17-05-10_15:30:00.000,34395.79,5011.01,452.35,234.68,-0.00,160.00,-3.80,-21.11,1.14
17-05-10_15:30:00.000,34395.79,5011.01,472.35,234.68,7.13,161.25,-4.89,-20.80,1.23
17-05-10_15:30:00.000,34395.79,5011.01,492.35,234.68,14.04,164.93,-5.42,-20.63,1.35
17-05-10_15:30:00.000,34395.79,5011.01,512.35,234.68,20.55,170.88,-5.93,-20.59,1.27
17-05-10_15:30:00.000,34395.79,5011.01,532.35,234.68,26.57,178.89,-6.30,-20.47,1.27
17-05-10_15:30:00.000,34379.47,4999.45,452.35,234.68,0.01,180.00,-3.81,-21.26,1.14
17-05-10_15:30:00.000,34379.47,4999.45,472.35,234.68,6.34,181.11,-4.60,-20.93,1.23
17-05-10_15:30:00.000,34379.47,4999.45,492.35,234.68,12.54,184.39,-5.34,-20.68,1.36
17-05-10_15:30:00.000,34379.47,4999.45,512.35,234.68,18.44,189.74,-5.96,-20.67,1.21
17-05-10_15:30:00.000,34379.47,4999.45,532.35,234.68,23.97,196.98,-6.32,-20.38,1.44
17-05-10_15:30:00.000,34379.47,4999.45,552.35,234.68,29.05,205.92,-6.98,-19.98,1.30
17-05-10_15:30:00.000,34363.15,4987.88,452.35,234.68,0.01,200.00,-3.74,-21.31,1.13
17-05-10_15:30:00.000,34363.15,4987.88,472.35,234.68,5.71,201.00,-4.37,-21.14,1.31
17-05-10_15:30:00.000,34363.15,4987.88,492.35,234.68,11.31,203.97,-5.28,-20.68,1.30
17-05-10_15:30:00.000,34363.15,4987.88,512.35,234.68,16.71,208.81,-5.82,-20.65,1.38
17-05-10_15:30:00.000,34363.15,4987.88,532.35,234.68,21.79,215.41,-6.48,-20.56,1.25
17-05-10_15:30:00.000,34363.15,4987.88,552.35,234.68,26.57,223.61,-7.01,-20.00,1.23
17-05-10_15:30:00.000,34346.83,4976.32,432.35,234.68,-5.19,220.91,-2.87,-21.52,1.09
17-05-10_15:30:00.000,34346.83,4976.32,452.35,234.68,0.00,220.00,-3.48,-21.36,1.16
17-05-10_15:30:00.000,34346.83,4976.32,472.35,234.68,5.19,220.91,-4.24,-21.12,1.27
17-05-10_15:30:00.000,34346.83,4976.32,492.35,234.68,10.31,223.61,-5.30,-20.74,1.30
