x;y;z
32314.8349;3811.278961;192.6912246
32306.45771;3805.817941;193.1082696
32298.08052;3800.356921;194.74005
32289.70334;3794.895902;195.9137823
32281.32615;3789.434882;195.6062431
32272.94896;3783.973863;195.2343928
32264.57178;3778.512843;193.9976746
32256.19459;3773.051823;194.3236752
32247.8174;3767.590804;194.5147908
32239.44021;3762.129784;193.8883228
32231.06303;3756.668764;193.0967083
32222.68584;3751.207745;192.4010056
32214.30865;3745.746725;191.7075716
32205.93146;3740.285706;190.1020819
32197.55428;3734.824686;188.3561164
32189.17709;3729.363666;185.87587
32180.7999;3723.902647;183.2590841
32172.42272;3718.441627;179.1293645
32164.04553;3712.980608;175.1048686
32155.66834;3707.519588;169.7998107
32147.29115;3702.058568;163.6078386
32138.91397;3696.597549;156.7155434
32130.53678;3691.136529;153.4864353
32122.15959;3685.67551;149.2908031
32113.78241;3680.21449;145.0557233
32105.40522;3674.75347;142.264385
32097.02803;3669.292451;144.1185442
32088.65084;3663.831431;147.2520874
32080.27366;3658.370412;152.3068726
32071.89647;3652.909392;157.3016151
32063.51928;3647.448372;161.4645179
32055.1421;3641.987353;165.3238785
32046.76491;3636.526333;168.7409942
32038.38772;3631.065313;171.6601192
32030.01053;3625.604294;173.6759815
32021.63335;3620.143274;175.5179288
32013.25616;3614.682255;177.3179648
32004.87897;3609.221235;178.1967695
31996.50179;3603.760215;178.5421863
31988.1246;3598.299196;176.6705791
31979.74741;3592.838176;173.0320614
31971.37022;3587.377157;168.8110997
31962.99304;3581.916137;164.9627132
31954.61585;3576.455117;163.1138809
31946.23866;3570.994098;167.0146955
31937.86148;3565.533078;170.3013092
31929.48429;3560.072059;172.3408039
31921.1071;3554.611039;173.6985012
31912.72991;3549.150019;174.2402336
31904.35273;3543.689;173.9131139
31895.97554;3538.22798;173.581016
31887.59835;3532.76696;173.1267409
31879.22117;3527.305941;171.4679192
31870.84398;3521.844921;169.8639039
31862.46679;3516.383902;168.053527
31854.0896;3510.922882;166.6782504
31845.71242;3505.461862;165.6102791
31837.33523;3500.000843;163.0267203
31828.95804;3494.539823;159.2685004
31820.58086;3489.078804;154.3284362
31812.20367;3483.617784;150.2640398
31803.82648;3478.156764;147.4435308
31795.44929;3472.695745;144.6230305
31787.07211;3467.234725;142.5738525
31778.69492;3461.773706;141.4005979
31770.31773;3456.312686;141.0291714
31761.94055;3450.851666;141.098863
31753.56336;3445.390647;141.3974121
31745.18617;3439.929627;141.5716986
31736.80898;3434.468608;141.2894759
31728.4318;3429.007588;141.4775818
31720.05461;3423.546568;141.5880283
31711.67742;3418.085549;141.7908361
31703.30023;3412.624529;142.0743298
31694.92305;3407.163509;142.6521713
31686.54586;3401.70249;144.5901741
31678.16867;3396.24147;147.08215
31669.79149;3390.780451;149.9245356
31661.4143;3385.319431;152.9442505
31653.03711;3379.858411;156.0303581
31644.65992;3374.397392;158.8992712
31636.28274;3368.936372;160.8091465
31627.90555;3363.475353;162.6783708
31619.52836;3358.014333;163.9808161
31611.15118;3352.553313;164.7611289
31602.77399;3347.092294;165.3137647
31594.3968;3341.631274;165.9057126
31586.01961;3336.170255;166.8143136
31577.64243;3330.709235;167.7156169
31569.26524;3325.248215;168.4929272
31560.88805;3319.787196;169.2859463
31552.51087;3314.326176;170.204064
31544.13368;3308.865157;171.2572505
31535.75649;3303.404137;172.3531788
31527.3793;3297.943117;172.8130128
31519.00212;3292.482098;172.7045548
31510.62493;3287.021078;172.3768327
31502.24774;3281.560058;171.997519
31493.87056;3276.099039;171.6624264
31485.49337;3270.638019;170.1892605
31477.11618;3265.177;167.6860539
31468.73899;3259.71598;164.8684988
31460.36181;3254.25496;161.6918321
31451.98462;3248.793941;157.902737
31443.60743;3243.332921;153.3651148
31435.23025;3237.871902;148.2969726
31426.85306;3232.410882;143.6009559
31418.47587;3226.949862;139.2776572
31410.09868;3221.488843;135.7536248
31401.7215;3216.027823;133.216657
