x;y;z
30446.72216;2593.471588;208.1681123
30438.34497;2588.010568;210.4300077
30429.96779;2582.549548;212.5863034
30421.5906;2577.088529;214.8851474
30413.21341;2571.627509;217.5427859
30404.83622;2566.16649;220.3439161
30396.45904;2560.70547;222.4083842
30388.08185;2555.24445;224.2359584
30379.70466;2549.783431;226.0029261
30371.32748;2544.322411;227.8485405
30362.95029;2538.861392;229.6539342
30354.5731;2533.400372;230.5457171
30346.19591;2527.939352;230.7795198
30337.81873;2522.478333;230.7617819
30329.44154;2517.017313;230.4711413
30321.06435;2511.556294;230.0641773
30312.68717;2506.095274;229.5406781
30304.30998;2500.634254;228.4281133
30295.93279;2495.173235;227.3319072
30287.5556;2489.712215;227.1460105
30279.17842;2484.251195;227.6994569
30270.80123;2478.790176;228.7821269
30262.42404;2473.329156;230.2987019
30254.04686;2467.868137;231.9655256
30245.66967;2462.407117;233.5109612
30237.29248;2456.946097;234.0510421
30228.91529;2451.485078;234.5015689
30220.53811;2446.024058;234.9825405
30212.16092;2440.563039;235.1201787
30203.78373;2435.102019;235.0724146
30195.40654;2429.640999;234.3744281
30187.02936;2424.17998;233.3337848
30178.65217;2418.71896;232.1504462
30170.27498;2413.257941;230.9819953
30161.8978;2407.796921;229.8815569
30153.52061;2402.335901;228.8576609
30145.14342;2396.874882;228.4662944
30136.76623;2391.413862;228.2089055
30128.38905;2385.952843;227.8542044
30120.01186;2380.491823;227.3848429
30111.63467;2375.030803;226.8209255
30103.25749;2369.569784;226.2845379
30094.8803;2364.108764;225.7562297
30086.50311;2358.647744;225.2279215
30078.12592;2353.186725;225.0768325
30069.74874;2347.725705;225.4731896
30061.37155;2342.264686;226.3629574
30052.99436;2336.803666;227.3930322
30044.61718;2331.342646;228.6375396
30036.23999;2325.881627;230.0060174
30027.8628;2320.420607;231.5348421
30019.48561;2314.959588;233.1092085
30011.10843;2309.498568;234.5285122
30002.73124;2304.037548;235.6891993
29994.35405;2298.576529;236.4168274
29985.97687;2293.115509;236.7787961
29977.59968;2287.65449;236.9775574
29969.22249;2282.19347;236.9659113
29960.8453;2276.73245;236.5863782
29952.46812;2271.271431;236.1835119
29944.09093;2265.810411;236.0142206
29935.71374;2260.349391;236.1173588
29927.33656;2254.888372;236.4457704
29918.95937;2249.427352;237.3977125
29910.58218;2243.966333;238.6971485
29902.20499;2238.505313;240.1031622
29893.82781;2233.044293;241.3753629
29885.45062;2227.583274;242.3411019
29877.07343;2222.122254;242.9294959
29868.69625;2216.661235;243.1659415
29860.31906;2211.200215;243.0414878
29851.94187;2205.739195;242.7367225
29843.56468;2200.278176;242.5370718
29835.1875;2194.817156;242.0248085
29826.81031;2189.356137;241.5117916
29818.43312;2183.895117;240.7952077
29810.05594;2178.434097;239.9789846
29801.67875;2172.973078;238.9164245
29793.30156;2167.512058;237.7738706
29784.92437;2162.051039;235.9595575
29776.54719;2156.590019;234.1806688
29768.17;2151.128999;232.9398954
29759.79281;2145.66798;232.0900191
29751.41563;2140.20696;231.4075524
29743.03844;2134.74594;230.7407766
29734.66125;2129.284921;229.9163082
29726.28406;2123.823901;228.9441837
29717.90688;2118.362882;228.3540068
29709.52969;2112.901862;227.9692716
29701.1525;2107.440842;227.6813264
29692.77531;2101.979823;227.6585136
29684.39813;2096.518803;227.9393087
29676.02094;2091.057784;228.6127505
29667.64375;2085.596764;229.3881623
29659.26657;2080.135744;230.0088206
29650.88938;2074.674725;230.8141613
29642.51219;2069.213705;232.3098232
29634.135;2063.752686;234.2670864
29625.75782;2058.291666;236.1673286
29617.38063;2052.830646;237.9411966
29609.00344;2047.369627;239.5743272
29600.62626;2041.908607;240.7559569
29592.24907;2036.447588;241.3721959
29583.87188;2030.986568;241.564754
29575.49469;2025.525548;241.473063
29567.11751;2020.064529;241.2570892
29558.74032;2014.603509;241.0545432
29550.36313;2009.142489;241.1724966
29541.98595;2003.68147;241.6962874
29533.60876;1998.22045;241.8501489
29525.23157;1992.759431;241.8248741
29516.85438;1987.298411;241.9045541
29508.4772;1981.837391;241.8405061
29500.10001;1976.376372;241.6460667
29491.72282;1970.915352;241.1296975
29483.34564;1965.454333;240.1608825
29474.96845;1959.993313;238.4001317
29466.59126;1954.532293;236.8787194
29458.21407;1949.071274;235.3832232
29449.83689;1943.610254;234.0485611
29441.4597;1938.149235;232.8058828
29433.08251;1932.688215;231.750679
29424.70533;1927.227195;230.9424334
29416.32814;1921.766176;230.3822552
29407.95095;1916.305156;230.4024452
29399.57376;1910.844136;230.6655915
29391.19658;1905.383117;230.9860027
29382.81939;1899.922097;231.4348991
29374.4422;1894.461078;232.0397668
29366.06502;1889.000058;232.6700515
29357.68783;1883.539038;232.9851954
29349.31064;1878.078019;233.055403
29340.93345;1872.616999;232.8346569
29332.55627;1867.15598;232.1937187
29324.17908;1861.69496;231.2558618
29315.80189;1856.23394;230.5100359
29307.42471;1850.772921;230.031991
29299.04752;1845.311901;229.607299
29290.67033;1839.850882;229.229186
29282.29314;1834.389862;229.0532834
29273.91596;1828.928842;228.8773849
29265.53877;1823.467823;228.7579755
29257.16158;1818.006803;228.8299984
29248.7844;1812.545784;229.0739225
29240.40721;1807.084764;229.7258551
29232.03002;1801.623744;230.6794785
29223.65283;1796.162725;231.7522423
29215.27565;1790.701705;233.1778672
29206.89846;1785.240685;234.8802099
29198.52127;1779.779666;237.191136
29190.14408;1774.318646;239.3658909
29181.7669;1768.857627;241.2502229
29173.38971;1763.396607;242.9111355
29165.01252;1757.935587;244.5220825
29156.63534;1752.474568;245.9588869
29148.25815;1747.013548;246.857826
29139.88096;1741.552529;247.7771033
29131.50377;1736.091509;248.8276632
29123.12659;1730.630489;250.1023808
29114.7494;1725.16947;251.7436329
29106.37221;1719.70845;252.9460082
29097.99503;1714.247431;253.2611688
29089.61784;1708.786411;253.1922146
29081.24065;1703.325391;253.0197685
29072.86346;1697.864372;252.7046784
29064.48628;1692.403352;251.9926443
29056.10909;1686.942333;250.850543
29047.7319;1681.481313;249.6439616
29039.35472;1676.020293;248.5197428
29030.97753;1670.559274;247.3937694
29022.60034;1665.098254;246.175972
29022.60034;1665.098253;246.1759718
