17-05-10_15:30:00.000,33507.79,4381.89,460.28,54.68,-11.32,101.98,-1.08,-18.00,0.85
17-05-10_15:30:00.000,33507.79,4381.89,480.28,54.68,-0.00,100.00,-0.53,-17.55,1.05
17-05-10_15:30:00.000,33507.78,4381.89,500.28,54.68,11.31,101.98,2.85,-16.60,1.46
17-05-10_15:30:00.000,33524.10,4393.45,440.28,54.68,-18.43,126.49,-0.61,-17.81,0.85
17-05-10_15:30:00.000,33524.10,4393.45,460.28,54.68,-9.48,121.66,-1.09,-18.26,0.85
17-05-10_15:30:00.000,33524.10,4393.45,480.28,54.68,-0.01,120.00,-0.40,-18.11,1.12
17-05-10_15:30:00.000,33524.10,4393.45,500.28,54.68,9.47,121.66,2.74,-16.84,1.38
17-05-10_15:30:00.000,33540.42,4405.01,440.28,54.68,-15.94,145.60,-0.84,-18.21,0.91
17-05-10_15:30:00.000,33540.42,4405.01,460.28,54.68,-8.14,141.42,-1.05,-18.70,0.84
17-05-10_15:30:00.000,33540.42,4405.01,480.28,54.68,0.01,140.00,-0.10,-18.33,1.27
17-05-10_15:30:00.000,33540.42,4405.01,500.28,54.68,8.13,141.42,2.56,-17.48,1.37
17-05-10_15:30:00.000,33556.74,4416.57,440.28,54.68,-14.05,164.93,-1.00,-18.79,0.93
17-05-10_15:30:00.000,33556.74,4416.57,460.28,54.68,-7.13,161.25,-0.84,-18.83,0.91
17-05-10_15:30:00.000,33556.74,4416.57,480.28,54.68,-0.00,160.00,0.35,-18.59,1.11
17-05-10_15:30:00.000,33556.74,4416.57,500.28,54.68,7.13,161.25,2.69,-17.99,1.37
17-05-10_15:30:00.000,33556.74,4416.57,520.28,54.68,14.03,164.93,5.74,-16.70,1.49
17-05-10_15:30:00.000,33573.06,4428.13,420.28,54.68,-18.43,189.74,-0.45,-18.41,0.87
17-05-10_15:30:00.000,33573.06,4428.13,440.28,54.68,-12.52,184.39,-1.07,-19.17,0.82
17-05-10_15:30:00.000,33573.06,4428.13,460.28,54.68,-6.33,181.11,-0.50,-19.04,0.91
17-05-10_15:30:00.000,33573.06,4428.13,480.28,54.68,0.00,180.00,0.63,-18.73,1.11
17-05-10_15:30:00.000,33573.06,4428.13,500.28,54.68,6.33,181.11,2.87,-18.08,1.35
17-05-10_15:30:00.000,33573.06,4428.13,520.28,54.68,12.52,184.39,5.66,-16.97,1.48
17-05-10_15:30:00.000,33589.38,4439.70,420.28,54.68,-16.70,208.81,-0.84,-18.97,0.89
17-05-10_15:30:00.000,33589.38,4439.70,440.28,54.68,-11.31,203.96,-0.89,-19.21,0.90
17-05-10_15:30:00.000,33589.38,4439.70,460.28,54.68,-5.72,201.00,-0.32,-19.12,1.03
17-05-10_15:30:00.000,33589.38,4439.70,480.28,54.68,0.01,200.00,0.89,-18.84,1.12
17-05-10_15:30:00.000,33589.38,4439.70,500.28,54.68,5.70,201.00,2.90,-18.17,1.25
17-05-10_15:30:00.000,33589.38,4439.70,520.28,54.68,11.31,203.96,5.85,-17.35,1.34
17-05-10_15:30:00.000,33605.70,4451.26,420.28,54.68,-15.26,228.04,-0.85,-19.23,0.83
17-05-10_15:30:00.000,33605.70,4451.26,440.28,54.68,-10.30,223.61,-0.89,-19.33,0.95
17-05-10_15:30:00.000,33605.70,4451.26,460.28,54.68,-5.20,220.91,-0.22,-19.33,1.03
17-05-10_15:30:00.000,33605.70,4451.26,480.28,54.68,0.00,220.00,1.05,-18.85,1.18
17-05-10_15:30:00.000,33605.70,4451.26,500.28,54.68,5.19,220.91,3.20,-18.39,1.19
17-05-10_15:30:00.000,33605.70,4451.26,520.28,54.68,10.31,223.61,5.65,-17.54,1.44
17-05-10_15:30:00.000,33605.70,4451.26,540.28,54.68,15.27,228.04,8.09,-16.41,1.22
17-05-10_15:30:00.000,33622.02,4462.82,420.28,54.68,-14.03,247.39,-0.90,-19.30,0.89
17-05-10_15:30:00.000,33622.02,4462.82,440.28,54.68,-9.47,243.32,-0.84,-19.47,0.92
17-05-10_15:30:00.000,33622.02,4462.82,460.28,54.68,-4.77,240.84,-0.17,-19.31,0.93
